Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.287,Sc0000000,3634266,3660257,+,25992,3772,4185,2643,3215,2138,3865,2147,1724,9219,8911,9895,4831
aten_0.1.m1.288,Sc0000000,3667796,3671017,+,3222,703,824,634,767,393,1090,980,377,938,526,772,392
aten_0.1.m1.289,Sc0000000,3661527,3666146,+,4620,1617,1872,2398,2400,1575,1437,1793,1270,2264,1956,2075,2313
aten_0.1.m1.291,Sc0000000,3588702,3590038,-,1337,2,0,0,2,0,0,0,0,0,1,0,2
aten_0.1.m1.292,Sc0000000,3592241,3598592,-,6352,1,0,0,3,0,1,0,0,0,0,0,0
aten_0.1.m1.293,Sc0000000,3601240,3626867,-,25628,20,17,17,34,1,8,7,5,53,6,33,25
aten_0.1.m1.294,Sc0000000,3679032,3685465,-,6434,656,987,545,739,1175,915,1189,434,6233,6649,6527,4722
aten_0.1.m1.295,Sc0000000,3670390,3673714,-,3325,68,75,36,90,65,40,80,53,41,58,87,79
aten_0.1.m1.296,Sc0000000,3770167,3771166,+,1000,303,355,279,328,146,148,185,164,36,41,37,50
aten_0.1.m1.297,Sc0000000,3740452,3748751,+,8300,51,60,65,50,62,46,43,66,37,14,24,29
aten_0.1.m1.298,Sc0000000,3693182,3700724,+,7543,8,23,4,12,7,9,8,15,20,94,9,16
aten_0.1.m1.299,Sc0000000,3710470,3724059,+,13590,149,157,85,174,79,132,126,82,139,102,173,101
aten_0.1.m1.300,Sc0000000,3751879,3758561,+,6683,6,16,19,2,9,7,6,8,2,0,14,4
aten_0.1.m1.301,Sc0000000,3705007,3710227,+,5221,3,3,4,1,4,2,2,5,2,1,0,2
aten_0.1.m1.302,Sc0000000,3759415,3761379,-,1965,0,3,0,2,0,0,4,0,4,0,0,0
aten_0.1.m1.303,Sc0000000,3828890,3834448,+,5559,1400,1476,1442,1337,1205,1130,1247,1148,1397,1645,1846,1291
aten_0.1.m1.304,Sc0000000,3806799,3812719,+,5921,71,62,39,57,90,56,75,52,95,117,110,68
aten_0.1.m1.306,Sc0000000,3823222,3824331,-,1110,545,614,600,622,315,203,277,242,138,87,83,135
aten_0.1.m1.307,Sc0000000,3778948,3797742,-,18795,1824,2420,2232,2450,1722,1480,1488,1156,5951,3450,8419,4961
aten_0.1.m1.308,Sc0000000,3947472,3950110,+,2639,2,1,1,6,1,3,2,1,4,3,4,6
aten_0.1.m1.309,Sc0000000,3839624,3892983,+,53360,3275,4047,3990,4149,2910,3134,3091,2490,4179,4003,3726,2981
aten_0.1.m1.310,Sc0000000,3928244,3929464,+,1221,0,0,0,0,2,0,1,0,0,0,0,0
aten_0.1.m1.311,Sc0000000,3909000,3909716,+,717,28,13,31,0,5,2,35,22,18,3,10,58
aten_0.1.m1.313,Sc0000000,3904318,3907442,-,3125,63,88,159,2,16,16,22,9,72,146,87,77
aten_0.1.m1.314,Sc0000000,3957600,3966810,-,9211,2484,3104,3762,3051,2781,2563,2443,2100,2642,2828,2474,1975
aten_0.1.m1.315,Sc0000000,3896919,3897386,-,468,900,1012,941,1248,379,549,444,357,1321,1459,1350,1018
aten_0.1.m1.316,Sc0000000,3951595,3952518,-,924,2,1,0,0,0,1,0,3,0,0,0,2
aten_0.1.m1.318,Sc0000000,3950300,3951111,-,812,0,0,1,0,0,0,2,0,1,0,0,0
aten_0.1.m1.319,Sc0000000,3895238,3896048,+,811,56,29,12,31,4,29,6,8,99,153,100,18
aten_0.1.m1.321,Sc0000000,4043871,4054576,+,10706,3738,3171,320,2542,207,1601,106,173,9861,14558,11453,1059
aten_0.1.m1.322,Sc0000000,3974654,3990565,+,15912,1119,1500,3032,1761,2753,2695,2483,2126,2466,936,2431,2158
aten_0.1.m1.323,Sc0000000,3994306,4006002,+,11697,1426,1699,1736,1668,1401,1553,1785,1327,5946,5603,5853,5502
aten_0.1.m1.324,Sc0000000,4015016,4022513,-,7498,1606,1946,1814,1653,1722,1250,1534,1018,5222,5642,5978,5146
aten_0.1.m1.325,Sc0000000,4126983,4128458,+,1476,0,0,3,0,0,1,0,1,6,0,10,2
aten_0.1.m1.326,Sc0000000,4168845,4177067,-,8223,5237,4894,7515,4878,6122,4926,7544,4734,3837,7444,6016,4795
aten_0.1.m1.327,Sc0000000,4137981,4149772,-,11792,60318,52831,52391,58350,91597,85480,77731,62232,824569,770771,926377,587207
aten_0.1.m1.328,Sc0000000,4151665,4166035,-,14371,1322,1753,1093,2469,1484,1314,1606,1254,8348,12591,12242,15886
aten_0.1.m1.329,Sc0000000,4215319,4215606,+,288,1,3,0,2,0,2,7,2,7,3,0,3
aten_0.1.m1.331,Sc0000000,4179421,4189171,-,9751,1106,1459,1957,1312,1299,764,1518,988,2574,2099,2343,3155
aten_0.1.m1.337,Sc0000000,4194643,4210996,-,16354,884,985,1214,1085,853,657,826,678,996,1011,1239,876
aten_0.1.m1.339,Sc0000000,4212320,4214143,-,1824,85,131,32,5,22,39,15,21,92,101,93,34
aten_0.1.m1.340,Sc0000000,4212016,4212288,-,273,25,41,8,4,7,24,7,8,22,28,23,8
aten_0.1.m1.341,Sc0000000,4281432,4298405,+,16974,310,497,2321,441,2625,565,1739,1517,1794,2481,4836,6693
aten_0.1.m1.342,Sc0000000,4361276,4377276,+,16001,1313,1561,1776,1601,2009,1650,1784,1667,1982,1194,1225,949
aten_0.1.m1.343,Sc0000000,4303253,4323297,+,20045,1301,1512,2722,2286,1331,1022,1321,1211,1590,1978,1390,1007
aten_0.1.m1.344,Sc0000000,4335402,4356040,+,20639,5,7,25,19,28,8,3,11,12,30,38,64
aten_0.1.m1.345,Sc0000000,4363927,4366326,-,2400,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.346,Sc0000000,4322051,4329925,-,7875,632,714,962,859,4852,10750,3292,3663,456,795,662,1128
aten_0.1.m1.347,Sc0000000,4387669,4389048,+,1380,18,14,17,4,0,28,8,14,13,6,10,3
aten_0.1.m1.348,Sc0000000,4390601,4461464,+,70864,3218,3902,2965,4976,1991,2622,3197,1660,2082,1867,2240,1427
aten_0.1.m1.350,Sc0000000,4536947,4537839,+,893,5,1,0,0,0,4,0,0,3,0,1,0
aten_0.1.m1.351,Sc0000000,4490478,4511395,+,20918,1647,1845,1331,1373,699,1216,973,635,1847,1266,1435,687
aten_0.1.m1.352,Sc0000000,4465239,4483147,+,17909,3478,4428,4979,4524,3997,3714,3708,3053,6546,7560,7456,6029
aten_0.1.m1.353,Sc0000000,4534192,4536412,+,2221,14,24,40,34,0,0,10,2,6,0,0,0
aten_0.1.m1.355,Sc0000000,4575555,4577903,-,2349,159,176,454,216,140,106,170,128,111,195,213,150
aten_0.1.m1.356,Sc0000000,4483578,4490409,-,6832,982,1007,758,1188,268,322,293,257,625,438,424,230
aten_0.1.m1.357,Sc0000000,4512058,4526688,-,14631,1282,1501,1664,1964,1105,1414,1721,1055,1366,1602,1458,1131
aten_0.1.m1.358,Sc0000000,4551572,4552714,-,1143,131,199,148,143,31,22,86,19,98,58,98,118
aten_0.1.m1.359,Sc0000000,4562382,4564514,-,2133,125,117,186,111,108,63,127,109,77,90,117,103
aten_0.1.m1.360,Sc0000000,4538560,4543787,-,5228,350,443,250,85,313,338,502,133,1681,2042,1496,1236
aten_0.1.m1.361,Sc0000000,4579003,4580170,+,1168,0,2,0,0,0,0,0,0,0,0,1,2
aten_0.1.m1.363,Sc0000000,4585164,4590672,+,5509,880,1075,1138,837,367,590,625,457,446,475,412,282
aten_0.1.m1.364,Sc0000000,4597045,4599313,+,2269,55,51,79,36,687,537,521,173,606,1022,1076,1120
aten_0.1.m1.365,Sc0000000,4632692,4655856,+,23165,855,967,821,874,1623,1656,1974,1478,489,381,349,379
aten_0.1.m1.366,Sc0000000,4610251,4611045,+,795,223,298,490,359,43,50,31,40,58,76,90,50
aten_0.1.m1.367,Sc0000000,4622437,4626166,+,3730,17,9,22,0,2,14,0,15,43,2,14,18
aten_0.1.m1.368,Sc0000000,4591817,4595947,+,4131,1,5,3,1,8,5,4,2,1,9,6,3
aten_0.1.m1.369,Sc0000000,4670112,4671110,-,999,473,467,918,601,142,84,150,80,35,52,27,44
aten_0.1.m1.371,Sc0000000,4656150,4660557,-,4408,1334,1320,1454,1030,288,207,262,310,2242,1691,2841,1592
aten_0.1.m1.372,Sc0000000,4702377,4716652,+,14276,408,501,482,523,134,243,171,188,391,423,276,95
aten_0.1.m1.373,Sc0000000,4683885,4700385,+,16501,4477,5370,5484,6025,3712,4072,3979,3159,2985,2728,2703,2732
aten_0.1.m1.374,Sc0000000,4734724,4736991,+,2268,334,338,542,389,71,115,127,51,436,608,482,335
aten_0.1.m1.375,Sc0000000,4757600,4768868,-,11269,2701,3700,3505,3788,4191,3957,5929,4688,3295,3731,3241,2798
aten_0.1.m1.376,Sc0000000,4775480,4777399,-,1920,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.377,Sc0000000,4750322,4751832,-,1511,89,72,74,55,8,58,34,10,2,0,4,6
aten_0.1.m1.379,Sc0000000,4793226,4809581,+,16356,721,953,1534,1713,602,642,795,620,650,394,683,443
aten_0.1.m1.381,Sc0000000,4768887,4791390,+,22504,2382,2493,3066,3011,1633,1593,1770,1497,2361,2406,2562,2140
aten_0.1.m1.382,Sc0000000,4831305,4834286,+,2982,5,4,0,3,1,0,0,2,0,15,0,2
aten_0.1.m1.383,Sc0000000,4830613,4831032,+,420,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.384,Sc0000000,4878946,4882441,-,3496,94,125,310,0,321,66,356,328,27,37,55,118
aten_0.1.m1.385,Sc0000000,4824494,4827435,+,2942,1,0,0,0,0,0,0,0,0,2,0,0
aten_0.1.m1.386,Sc0000000,4955829,4977938,+,22110,289,366,246,466,109,169,102,164,354,231,306,246
aten_0.1.m1.387,Sc0000000,4914056,4916115,+,2060,1,10,1,11,4,0,0,2,0,0,0,0
aten_0.1.m1.388,Sc0000000,4941485,4942446,+,962,118,149,449,20,314,83,310,373,49,78,54,126
aten_0.1.m1.389,Sc0000000,4889465,4893799,+,4335,19,13,14,4,12,11,14,9,17,10,20,3
aten_0.1.m1.390,Sc0000000,4894742,4895617,+,876,11,20,1,2,17,4,3,1,14,5,5,2
aten_0.1.m1.391,Sc0000000,4907884,4908198,+,315,1,0,0,0,0,0,0,0,0,0,2,0
aten_0.1.m1.392,Sc0000000,4900354,4901762,+,1409,12,26,29,30,51,4,32,23,5,2,5,13
aten_0.1.m1.393,Sc0000000,4931987,4941187,+,9201,38,62,66,14,91,37,65,66,11,11,22,17
aten_0.1.m1.394,Sc0000000,4921507,4929800,-,8294,8,3,311,2,34,12,50,48,19,8,8,100
aten_0.1.m1.395,Sc0000000,4943257,4947300,-,4044,1,10,35,1,30,2,17,18,0,3,1,0
aten_0.1.m1.397,Sc0000000,4903155,4907761,-,4607,20,22,10,0,8,20,1,2,9,13,10,4
aten_0.1.m1.398,Sc0000000,4896871,4898370,-,1500,19,5,1,2,4,11,7,3,12,8,7,2
aten_0.1.m1.399,Sc0000000,5082452,5083468,+,1017,73,104,83,76,20,58,79,60,40,15,49,28
aten_0.1.m1.400,Sc0000000,5018139,5020640,+,2502,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.401,Sc0000000,5067803,5079827,+,12025,4,21,7,12,14,11,7,6,16,6,2,4
aten_0.1.m1.402,Sc0000000,4996780,5003735,-,6956,1194,1654,1399,1472,1157,1164,971,806,813,619,596,490
aten_0.1.m1.403,Sc0000000,5050613,5055897,-,5285,85,95,97,19,39,72,100,53,56,236,135,98
aten_0.1.m1.404,Sc0000000,5061388,5067299,-,5912,2057,2511,1860,1791,14369,15977,19338,13060,7039,9586,7558,6462
aten_0.1.m1.405,Sc0000000,5071126,5075138,-,4013,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.406,Sc0000000,5020592,5040336,-,19745,115,101,131,223,68,63,74,54,36,55,35,12
aten_0.1.m1.407,Sc0000000,4979257,4995485,-,16229,1963,2712,2515,3273,3979,2776,4155,2791,838,435,703,592
aten_0.1.m1.408,Sc0000000,5010459,5014466,-,4008,27,41,57,51,26,22,17,19,20,16,9,10
aten_0.1.m1.409,Sc0000000,5154269,5165812,+,11544,87,144,5,147,14,107,14,42,112,108,1019,37
aten_0.1.m1.410,Sc0000000,5109247,5144530,+,35284,3251,3417,10699,8566,7451,3041,6999,6940,246,198,398,851
aten_0.1.m1.412,Sc0000000,5083608,5096361,-,12754,1513,1682,1558,1512,733,793,872,672,877,886,822,607
aten_0.1.m1.413,Sc0000000,5135982,5137033,-,1052,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.414,Sc0000000,5172471,5175572,-,3102,1,7,22,1,2,0,4,29,0,0,2,1
aten_0.1.m1.415,Sc0000000,5139425,5139958,-,534,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.416,Sc0000000,5271524,5276646,+,5123,0,10,4,2,4,0,17,6,4,1,2,0
aten_0.1.m1.417,Sc0000000,5182512,5195675,+,13164,2159,2843,2561,2902,8677,11730,11881,9275,5579,5725,4613,4523
aten_0.1.m1.418,Sc0000000,5236017,5260475,+,24459,2501,2936,2358,2866,2710,3360,3326,3205,3732,3087,2657,2408
aten_0.1.m1.420,Sc0000000,5205116,5205844,-,729,892,947,1000,855,416,986,449,248,2088,1826,2108,1493
aten_0.1.m1.421,Sc0000000,5278602,5279546,-,945,13,8,19,3,4,9,7,6,3,0,0,0
aten_0.1.m1.422,Sc0000000,5195925,5203062,-,7138,800,846,857,779,1380,1753,1632,1297,890,880,983,738
aten_0.1.m1.423,Sc0000000,5226018,5234111,-,8094,450,586,481,559,728,1238,573,659,472,450,515,379
aten_0.1.m1.424,Sc0000000,5260137,5268068,-,7932,2314,2907,2649,2669,2572,2721,2897,2136,3279,3057,2937,2310
aten_0.1.m1.425,Sc0000000,5216609,5218258,-,1650,286,402,437,372,352,127,489,417,348,465,453,407
aten_0.1.m1.426,Sc0000000,5341820,5354380,+,12561,927,1118,1118,928,717,850,953,644,1258,1068,1368,1334
aten_0.1.m1.427,Sc0000000,5319401,5325834,+,6434,0,0,1,0,0,0,3,1,0,0,0,0
aten_0.1.m1.428,Sc0000000,5327732,5334910,-,7179,16,3,4,6,0,0,0,4,0,0,0,1
aten_0.1.m1.429,Sc0000000,5336100,5341769,-,5670,1586,1674,283,1549,176,266,182,159,1731,742,502,234
aten_0.1.m1.430,Sc0000000,5310307,5325448,-,15142,2,0,2,0,1,1,1,4,0,1,1,0
aten_0.1.m1.431,Sc0000000,5356414,5381371,-,24958,2235,2479,2579,2844,1684,1540,1611,1460,2080,1822,1880,1667
aten_0.1.m1.432,Sc0000000,5287363,5292581,-,5219,1,0,27,0,5,2,10,2,0,1,1,0
aten_0.1.m1.433,Sc0000000,5302218,5303054,-,837,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.435,Sc0000000,5414693,5420250,+,5558,431,467,740,485,223,204,224,184,268,220,278,209
aten_0.1.m1.436,Sc0000000,5429035,5452246,+,23212,182,232,173,260,106,78,85,122,177,102,141,139
aten_0.1.m1.437,Sc0000000,5423546,5429885,-,6340,218,249,234,253,89,100,115,91,185,113,178,115
aten_0.1.m1.438,Sc0000000,5396277,5415428,-,19152,672,565,1456,841,473,249,474,540,352,326,204,271
aten_0.1.m1.440,Sc0000000,5474089,5475025,-,937,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.441,Sc0000000,5551217,5556756,+,5540,1354,1173,1683,981,695,950,783,573,834,901,766,491
aten_0.1.m1.442,Sc0000000,5453699,5490918,+,37220,267,278,201,215,224,308,181,199,102,121,189,113
aten_0.1.m1.443,Sc0000000,5532081,5551186,-,19106,635,789,641,800,438,426,390,476,871,999,719,494
aten_0.1.m1.444,Sc0000000,5501661,5530469,-,28809,824,825,780,499,528,670,550,478,199,196,407,235
aten_0.1.m1.445,Sc0000000,5646116,5648008,+,1893,55,45,11,12,45,19,57,41,40,392,53,35
aten_0.1.m1.446,Sc0000000,5631292,5633469,+,2178,24,17,2,29,10,11,4,8,44,39,61,0
aten_0.1.m1.447,Sc0000000,5617594,5621573,+,3980,0,0,1296,0,294,0,366,191,0,432,0,392
aten_0.1.m1.448,Sc0000000,5596509,5616043,-,19535,1628,1950,1417,1690,881,1116,1065,902,1903,1605,1891,1344
aten_0.1.m1.449,Sc0000000,5653203,5673249,-,20047,3140,4107,4062,4334,4996,4879,4447,3936,5795,6347,7644,5814
aten_0.1.m1.450,Sc0000000,5625005,5630948,-,5944,443,594,476,464,145,262,188,180,675,822,794,573
aten_0.1.m1.451,Sc0000000,5645311,5645568,-,258,47,63,11,22,16,22,15,11,86,57,55,34
aten_0.1.m1.452,Sc0000000,5687064,5693798,+,6735,711,930,843,904,6567,6070,7577,6610,1225,1157,1605,1476
aten_0.1.m1.453,Sc0000000,5784698,5786854,+,2157,34,50,29,51,29,34,52,20,19,34,38,16
aten_0.1.m1.454,Sc0000000,5696490,5714496,+,18007,4251,5138,5519,5352,3531,3927,3907,3233,4874,5284,5434,4469
aten_0.1.m1.455,Sc0000000,5731662,5732483,+,822,11,12,3,9,2,4,3,1,14,4,9,2
aten_0.1.m1.456,Sc0000000,5717820,5729473,+,11654,89,142,116,134,113,101,79,60,200,142,163,158
aten_0.1.m1.457,Sc0000000,5777424,5779080,+,1657,1,0,0,0,0,0,1,0,0,0,0,0
aten_0.1.m1.458,Sc0000000,5673389,5684690,+,11302,1271,1621,2168,1504,1129,900,1259,905,623,523,644,507
aten_0.1.m1.459,Sc0000000,5762765,5776599,+,13835,73,96,65,108,100,40,94,48,95,44,110,45
aten_0.1.m1.461,Sc0000000,5756729,5762828,-,6100,0,3,1,6,0,2,2,0,1,0,1,2
aten_0.1.m1.462,Sc0000000,5780098,5781309,-,1212,1,0,6,1,0,3,1,2,0,1,0,0
aten_0.1.m1.463,Sc0000000,5859384,5866495,+,7112,638,804,659,529,470,484,580,431,595,689,825,547
aten_0.1.m1.464,Sc0000000,5829941,5843870,+,13930,2669,3248,2862,2478,1992,2307,2050,1684,3706,3544,4140,2941
aten_0.1.m1.465,Sc0000000,5804620,5805768,+,1149,30,20,5,17,5,16,9,12,32,27,34,3
aten_0.1.m1.466,Sc0000000,5845919,5855778,+,9860,189,130,33,90,35,106,51,32,130,82,164,46
aten_0.1.m1.467,Sc0000000,5792852,5796679,+,3828,0,3,9,5,3,0,10,6,2,0,0,0
aten_0.1.m1.468,Sc0000000,5823122,5829831,-,6710,300,374,444,367,247,227,317,243,422,363,399,302
aten_0.1.m1.469,Sc0000000,5948128,5953292,+,5165,0,0,0,0,0,10,0,0,0,0,0,0
aten_0.1.m1.470,Sc0000000,5898919,5900745,+,1827,1500,1472,1991,1914,1677,1563,2418,2426,919,913,911,680
aten_0.1.m1.471,Sc0000000,5889367,5897409,+,8043,647,651,635,802,538,534,594,450,460,450,451,333
aten_0.1.m1.472,Sc0000000,5911834,5916666,+,4833,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.473,Sc0000000,5918347,5921458,+,3112,2,0,2,0,0,1,3,0,0,0,0,1
aten_0.1.m1.474,Sc0000000,5932246,5937062,-,4817,64,115,108,80,47,97,104,43,62,43,86,21
aten_0.1.m1.475,Sc0000000,5959910,5961004,-,1095,422,533,405,486,224,240,249,248,722,774,699,611
aten_0.1.m1.476,Sc0000000,5865652,5889322,-,23671,1263,1336,1940,1224,737,466,862,684,1241,902,520,545
aten_0.1.m1.477,Sc0000000,5939479,5946158,-,6680,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.478,Sc0000000,6065939,6087643,+,21705,672,861,371,820,270,721,702,157,723,561,503,268
aten_0.1.m1.479,Sc0000000,6030578,6045556,+,14979,808,971,873,778,397,511,661,503,661,388,533,322
aten_0.1.m1.480,Sc0000000,5961204,5980780,+,19577,682,822,588,629,425,469,418,543,438,257,324,213
aten_0.1.m1.481,Sc0000000,5989343,5994550,+,5208,507,640,433,589,171,235,125,134,1478,831,1140,483
aten_0.1.m1.482,Sc0000000,6019467,6025919,+,6453,485,662,888,720,701,611,651,611,590,686,562,669
aten_0.1.m1.483,Sc0000000,6011490,6019408,+,7919,1323,1276,1416,1395,565,590,647,529,839,779,821,517
aten_0.1.m1.484,Sc0000000,5980399,5990566,-,10168,1320,1449,1287,1284,1458,964,1424,1311,1849,1525,1406,1555
aten_0.1.m1.485,Sc0000000,6046290,6063547,-,17258,67,108,96,104,74,145,155,48,154,136,174,124
aten_0.1.m1.489,Sc0000000,6146387,6155536,+,9150,785,1074,531,1807,308,571,745,456,409,414,289,394
aten_0.1.m1.491,Sc0000000,6113682,6117621,+,3940,52,81,9,10,3,50,6,4,1,0,2,0
aten_0.1.m1.492,Sc0000000,6118626,6120479,+,1854,33,56,3,1,8,37,6,5,5,2,0,2
aten_0.1.m1.493,Sc0000000,6128783,6138477,+,9695,52,49,28,32,11,12,20,13,6,17,29,14
aten_0.1.m1.494,Sc0000000,6159383,6163391,-,4009,1724,2255,1010,2092,868,1567,1940,749,1480,1405,1493,933
aten_0.1.m1.495,Sc0000000,6166923,6168077,-,1155,108,159,118,117,100,68,100,62,0,0,6,7
aten_0.1.m1.499,Sc0000000,6271825,6275263,+,3439,2,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.500,Sc0000000,6178915,6191237,+,12323,169,204,173,260,63,105,131,63,96,201,111,77
aten_0.1.m1.501,Sc0000000,6238164,6243331,+,5168,303,446,363,385,118,145,113,140,411,493,402,209
aten_0.1.m1.502,Sc0000000,6275753,6279960,+,4208,2,2,0,0,0,0,0,0,0,1,0,0
aten_0.1.m1.503,Sc0000000,6204732,6224849,+,20118,1419,1635,1506,1592,1976,1681,2747,1751,1132,1356,911,935
aten_0.1.m1.504,Sc0000000,6197419,6198291,+,873,1293,1362,1253,1208,1003,1002,1106,914,1905,2003,1815,1711
aten_0.1.m1.505,Sc0000000,6191254,6195893,-,4640,258,359,318,316,75,82,135,134,400,312,371,272
aten_0.1.m1.506,Sc0000000,6226148,6237108,-,10961,179,233,178,298,101,196,233,114,131,155,152,91
aten_0.1.m1.507,Sc0000000,6248029,6267957,-,19929,4533,5784,5009,5059,4272,4571,4758,3812,10080,10329,9825,7722
aten_0.1.m1.508,Sc0000000,6245278,6247238,-,1961,215,247,186,132,24,78,37,46,105,49,64,25
aten_0.1.m1.510,Sc0000000,6314913,6326810,+,11898,3219,3453,2736,3086,16201,12796,14271,13258,34968,37499,42636,35479
aten_0.1.m1.511,Sc0000000,6341785,6344852,+,3068,463,413,542,499,332,408,405,246,380,576,528,349
aten_0.1.m1.512,Sc0000000,6327668,6340235,-,12568,2191,2704,2420,2436,878,927,1283,993,1982,2140,2132,1617
aten_0.1.m1.513,Sc0000000,6346975,6362568,-,15594,2875,3299,3094,3763,2430,1663,2349,2585,2202,1368,1921,1047
aten_0.1.m1.514,Sc0000000,6279847,6294638,-,14792,1400,1839,1033,1523,285,793,278,211,223,174,147,48
aten_0.1.m1.516,Sc0000000,6391518,6408440,+,16923,1612,1855,1218,1802,1103,1288,1106,828,2792,2839,2892,1413
aten_0.1.m1.517,Sc0000000,6475897,6476925,+,1029,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.518,Sc0000000,6466367,6469853,+,3487,38,19,4,24,21,6,24,8,22,88,51,50
aten_0.1.m1.519,Sc0000000,6472989,6482347,-,9359,2871,3117,3445,2626,1382,1227,1335,1194,2432,2354,1910,1775
aten_0.1.m1.520,Sc0000000,6421062,6427364,-,6303,2504,2819,3333,3154,3513,3368,3357,2356,3991,4427,4523,3544
aten_0.1.m1.521,Sc0000000,6451903,6462141,-,10239,1114,989,1394,1339,535,565,471,418,1301,1187,1250,1424
aten_0.1.m1.522,Sc0000000,6430926,6436080,-,5155,686,840,384,830,3063,3238,4174,3919,480,369,432,265
aten_0.1.m1.523,Sc0000000,6378170,6391352,-,13183,631,766,725,1520,513,412,539,578,506,973,779,578
aten_0.1.m1.524,Sc0000000,6370300,6376621,-,6322,611,739,733,670,334,335,324,264,88,69,77,60
aten_0.1.m1.525,Sc0000000,6556394,6557872,+,1479,2549,2645,1943,1830,671,768,566,707,2656,2505,2604,2012
aten_0.1.m1.526,Sc0000000,6559909,6571910,+,12002,468,538,685,560,418,367,351,326,456,321,703,567
aten_0.1.m1.527,Sc0000000,6543873,6550591,+,6719,688,912,860,606,558,294,656,512,882,745,889,647
aten_0.1.m1.528,Sc0000000,6522979,6542909,+,19931,656,714,761,716,301,273,330,335,638,503,852,443
aten_0.1.m1.530,Sc0000000,6515717,6522870,-,7154,2016,2596,2836,1921,1602,1459,1938,1396,922,747,941,813
aten_0.1.m1.531,Sc0000000,6493554,6493988,-,435,363,398,492,520,115,221,190,126,508,450,713,437
aten_0.1.m1.532,Sc0000000,6497737,6513315,-,15579,3301,3612,3989,3914,5590,6762,7203,6132,1756,2015,1741,1189
aten_0.1.m1.533,Sc0000000,6673905,6674544,+,640,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.534,Sc0000000,6617365,6626825,+,9461,600,707,684,715,393,297,359,327,795,727,995,896
aten_0.1.m1.535,Sc0000000,6575480,6599198,+,23719,3877,4473,3606,3760,3359,3394,3784,3212,11178,5715,11886,9396
aten_0.1.m1.536,Sc0000000,6683559,6687861,+,4303,38,29,48,0,24,30,11,19,38,6,50,37
aten_0.1.m1.537,Sc0000000,6627063,6636417,-,9355,848,1083,1098,981,1371,1351,1605,1236,1800,1937,1808,1375
aten_0.1.m1.538,Sc0000000,6646589,6648353,-,1765,2,2,0,0,0,0,0,0,2,0,0,2
aten_0.1.m1.539,Sc0000000,6600144,6617391,-,17248,1544,1639,1732,1586,1172,1231,1367,984,2507,2788,2773,2354
aten_0.1.m1.540,Sc0000000,6644438,6646166,-,1729,0,2,0,2,0,0,1,0,1,0,0,0
aten_0.1.m1.541,Sc0000000,6665621,6666127,-,507,0,2,0,2,6,2,6,0,1,0,2,0
aten_0.1.m1.543,Sc0000000,6662546,6662856,-,311,1,0,0,1,3,1,1,4,0,0,0,0
aten_0.1.m1.544,Sc0000000,6727680,6755706,+,28027,620,835,1451,692,1005,872,1092,910,363,318,371,389
aten_0.1.m1.545,Sc0000000,6714784,6715116,+,333,0,26,2,0,36,28,41,29,14,0,0,0
aten_0.1.m1.546,Sc0000000,6721950,6723749,-,1800,2,1,0,0,0,0,1,0,1,6,0,4
aten_0.1.m1.547,Sc0000000,6757985,6759903,-,1919,6,0,0,2,0,0,0,4,2,0,4,2
aten_0.1.m1.548,Sc0000000,6765742,6783846,-,18105,2607,3068,2687,2354,1950,2310,2020,1687,4428,4319,5643,3523
aten_0.1.m1.549,Sc0000000,6719938,6721528,-,1591,2,2,1,10,0,1,0,2,4,1,5,0
aten_0.1.m1.550,Sc0000000,6703806,6704923,-,1118,0,0,0,0,0,0,0,0,2,0,0,0
aten_0.1.m1.551,Sc0000000,6879866,6884368,+,4503,816,959,1098,944,667,588,706,527,670,871,659,707
aten_0.1.m1.552,Sc0000000,6831376,6848266,+,16891,1256,1455,1511,1424,789,903,804,689,755,634,536,594
aten_0.1.m1.553,Sc0000000,6763598,6764437,+,840,2050,2253,2215,2016,1162,1227,1371,1168,3631,3946,4533,3319
aten_0.1.m1.554,Sc0000000,6784047,6797687,+,13641,2306,2614,2831,2212,1506,1783,1916,1276,2900,2896,2590,2112
aten_0.1.m1.555,Sc0000000,6851087,6856263,+,5177,697,768,854,623,573,584,443,306,127,118,99,115
aten_0.1.m1.556,Sc0000000,6858170,6870235,+,12066,108,95,95,125,44,62,45,53,53,51,63,59
